Id,choose
10000,0.020007230060493285
10001,0.25966234816919365
10002,0.004958160315573171
10003,0.027380126371952824
10004,0.19239456270484795
10005,0.3627945686780786
10006,0.03281951776105974
10007,0.1999873117684909
10008,0.01596140137397304
10009,0.23530156492392068
10010,0.11000513428137464
10011,0.006095130681640175
10012,0.03659028885082154
10013,0.051327402587487525
10014,0.26160730182009684
10015,0.03515148121782899
10016,0.00666531137742104
10017,0.04314893330970904
10018,0.2328033610764743
10019,0.13435536552972105
10020,0.08316593279055284
10021,0.8205780989801861
10022,0.0782737838374318
10023,0.021383675994310132
10024,0.20348045772132772
10025,0.03136748403904016
10026,0.1754395636058189
10027,0.04565954114276817
10028,0.03391033070359207
10029,0.015658534019821087
10030,0.6688380115996714
10031,0.059711490645331634
10032,0.2544303936985811
10033,0.3211979642542057
10034,0.1800745587952598
10035,0.020787029353973727
10036,0.06458329843105802
10037,0.018944714509482673
10038,0.17674220152636566
10039,0.007239108565337806
10040,0.06634427183236997
10041,0.04638790457499749
10042,0.13697361964665172
10043,0.03902796765497321
10044,0.02618720978044398
10045,0.08549395547237763
10046,0.10831632331295417
10047,0.34310158011333636
10048,0.020435910450239833
10049,0.10131917961519894
10050,0.13026290257318118
10051,0.1526203607803121
10052,0.22384416011564537
10053,0.027526420128135713
10054,0.2660172503704476
10055,0.01865535788356325
10056,0.36718793862521665
10057,0.010993242134975318
10058,0.039101003876254016
10059,0.07882344104397072
10060,0.2725486327745417
10061,0.0007329765853024485
10062,0.13877289254404093
10063,0.6031545473704286
10064,0.15169977245378036
10065,0.19920952003831432
10066,0.0717578946023611
10067,0.04170127756468736
10068,0.07763651138825194
10069,0.015558212485002922
10070,0.1838676124577489
10071,0.05783537369374487
10072,0.2366997811483889
10073,0.07065907086211506
10074,0.14421543467169828
10075,0.20493190096879682
10076,0.06423664942135036
10077,0.21971192868032718
10078,0.060113889335351195
10079,0.5893224923531324
10080,0.15987536035238412
10081,0.029660008254329778
10082,0.30437680997340133
10083,0.12955750128849555
10084,0.24525658056617353
10085,0.04821833883552415
10086,0.47773724420628744
10087,0.0011251341276205613
10088,0.022377848192764623
10089,0.06479729002253608
10090,0.014007439934952596
10091,0.021359963041453888
10092,0.21358525702277853
10093,0.09391345406851657
10094,0.2420539203529945
10095,0.13881234863658792
10096,0.08283815311001536
10097,0.090799719509161
10098,0.16790096497836857
10099,0.08271475856892344
10100,0.036523788291885274
10101,0.7265956361361634
10102,0.23895056772111128
10103,0.009050356714580772
10104,0.029635798168842386
10105,0.014256026606045136
10106,0.1399009228112781
10107,0.07422939016484861
10108,0.077499099987688
10109,0.06688768803337913
10110,0.06717743623027195
10111,0.10730572057803997
10112,0.006074369751241461
10113,0.048118313743796846
10114,0.013836614409398422
10115,0.1844495111659651
10116,0.020400803801810887
10117,0.2479158969993137
10118,0.29883919190772223
10119,0.25400951693003265
10120,0.0528977168869059
10121,0.1424651727903369
10122,0.17762652092376213
10123,0.031231226478323323
10124,0.188981249021212
10125,0.004829445079664284
10126,0.1101659672442026
10127,0.004607522433354077
10128,0.17200328667247655
10129,0.1486713984415786
10130,0.24554580004141166
10131,0.003915714850790755
10132,0.09322627469453443
10133,0.022477599863197213
10134,0.13994190720067126
10135,0.1375069329906443
10136,0.07191969327910419
10137,0.18839578060402518
10138,0.14917099808803266
10139,0.03673492426086436
10140,0.2637076172859545
10141,0.1243603887290089
10142,0.30353189979714856
10143,0.012692575601425194
10144,0.08358236268874458
10145,0.001982156970447505
10146,0.00950087980830827
10147,0.1499755480974152
10148,0.01289525384860677
10149,0.003043912273644314
10150,0.022022037271748958
10151,0.0245131334406962
10152,0.016348145023452988
10153,0.005318242047511238
10154,0.07283511543817604
10155,0.2812825685621021
10156,0.022746231511344504
10157,0.09325200409339764
10158,0.09770486882146195
10159,0.03280540595567031
10160,0.0797315527898491
10161,0.2035672785417284
10162,0.04411604805911808
10163,0.06379171376647831
10164,0.24166918171008836
10165,0.20721276197493205
10166,0.1356097412915435
10167,0.0009532855290271487
10168,0.0015048283575728515
10169,0.23043647678716786
10170,0.0035437165781209753
10171,0.07249690192680555
10172,0.027072049548780258
10173,0.13378361570715397
10174,0.13820798684746735
10175,0.07557726258288958
10176,0.029520332586444483
10177,0.07075454367233326
10178,0.0010564434658723548
10179,0.4516803404391067
10180,0.051750206346686395
10181,0.012611394803676727
10182,0.1634049166770694
10183,0.07679374436801949
10184,0.009295351898031594
10185,0.2796287378047784
10186,0.0446349228028151
10187,0.041170753177820395
10188,0.2261722912087673
10189,0.06283165871666083
10190,0.2805551082309909
10191,0.004700949225216393
10192,0.004592127033255671
10193,0.06957504516929361
10194,0.036557834304968534
10195,0.04024649173590595
10196,0.017520969351934475
10197,0.003545765863560244
10198,0.11859712722547161
10199,0.0011969794952113352
10200,0.11967807529871419
10201,0.058053885370444425
10202,0.22890872118816552
10203,0.1370342738905491
10204,0.0467698512151253
10205,0.06475758674889528
10206,0.13269634706105382
10207,0.047729005804149766
10208,0.23534009567296987
10209,0.13093423795310002
10210,0.014020990816951314
10211,0.03640975489360078
10212,0.007670133600984679
10213,0.12255934956573566
10214,0.2071132319991251
10215,0.0917405947234981
10216,0.12895401459482042
10217,0.11010118883205647
10218,0.11235882904958634
10219,0.09097414057544387
10220,0.24308273162705143
10221,0.03349105653013294
10222,0.16189200365064058
10223,0.11025739446877794
10224,0.1927829871479753
10225,0.055167846381366036
10226,0.018549887341694132
10227,0.12331661824570661
10228,0.05884015110557396
10229,0.1020157384465113
10230,0.1501175018655366
10231,0.41015108718362386
